,0
0,0.5532071443379227
1,0.6206913548100573
2,0.6235494171747303
3,0.5966699371736055
4,0.5632768531374274
5,0.5333387771039133
6,0.5035303372752589
7,0.47852599367861104
8,0.45657382373507494
9,0.4369316930238389
10,0.4255258671580466
11,0.40651566263767447
12,0.39195448995508203
13,0.378948660563947
14,0.37155437497527244
15,0.35933853200474586
16,0.34935419443270527
17,0.33751687696779537
18,0.32746286322354196
19,0.3197240659933184
20,0.312480132934119
21,0.3055015327213344
22,0.29704530941691226
23,0.29051308513978835
24,0.28514103697919435
25,0.2805185558174102
26,0.27480707419926215
27,0.2715723923000238
28,0.26964314874542256
29,0.26893753988799185
30,0.26305815498692453
31,0.2630934351277118
32,0.25866737814479496
33,0.25509193299547017
34,0.2555146455562747
35,0.25262594723723036
36,0.2523678391575298
37,0.24568893370637931
38,0.24588927255528664
39,0.24645473297906798
40,0.2407919283708863
41,0.2446962662311611
42,0.24193462684356795
43,0.24100507548725617
44,0.24306301439987035
45,0.24310596268888301
46,0.23972322727522807
47,0.24179067283470132
48,0.24106612060111443
49,0.24029906943643312
50,0.24127977485979973
51,0.23769937812766165
52,0.23943512365105799
53,0.23748743461478025
54,0.24010069817601645
55,0.2368645305080968
56,0.23791394629263724
57,0.23845411949422385
58,0.2386205502333926
59,0.2431093702330839
60,0.24286514185504263
61,0.24411840157155337
62,0.24202943840813568
63,0.24326388569901103
64,0.24521785654892736
65,0.24390472040345848
66,0.24650578057843342
67,0.2443866206723237
68,0.2447556128181792
69,0.24749459563779042
70,0.24612355554051338
71,0.24715833586906805
72,0.2508554971828275
73,0.24604984719179054
74,0.24803985641488974
75,0.2479636964755767
76,0.25164818220092827
77,0.24873971034780967
78,0.25115161000673686
79,0.25143673233162933
80,0.2533474920238376
81,0.25411061636488924
82,0.2530654750637719
83,0.25425815804133156
84,0.2559848023139456
85,0.25483416218419996
86,0.2576523481844195
87,0.2567685834849521
88,0.26027144532752383
89,0.2608386946662234
90,0.2599282120612916
91,0.2612114761025717
92,0.2593071326674955
93,0.26340110492920515
94,0.262509636504172
95,0.264324381935351
96,0.26396838158115854
97,0.2687846099055389
98,0.27062013496573545
99,0.2708286070601325
100,0.27180350510866713
101,0.26739182411046
102,0.2710841044769639
103,0.2716803123241752
104,0.2757142336265557
105,0.2698785911501393
106,0.274096588784665
107,0.2731972253403264
108,0.27579558505857904
109,0.27956879168896775
110,0.27783652147225046
111,0.2797110629572687
112,0.27425787027440135
113,0.28204924356267397
114,0.28060218740430415
115,0.282043586629049
116,0.27864909753611283
117,0.282836842687982
118,0.2848367148902137
119,0.2901834258872123
120,0.28830976399309877
121,0.2887864783071843
122,0.28857891936802216
123,0.28753480199239756
124,0.29100282936992544
125,0.28759792344193486
126,0.2920527604088573
127,0.29197035282049977
128,0.29219640849490414
129,0.29506769689157697
130,0.2944160673813019
131,0.2952501758046879
132,0.29847749429246906
133,0.3022108565319864
134,0.300888876482758
135,0.29992026643251823
136,0.3013737891613162
137,0.2994967898223116
138,0.2998415547693734
139,0.3000920644742839
140,0.304755373018519
141,0.30541108233986075
142,0.3080739853875862
143,0.3090392183182736
144,0.30643456117982565
145,0.31108614525213746
146,0.3055733299201103
147,0.30709432521191204
148,0.30903935724246995
149,0.31014957469718635
150,0.313102026879992
151,0.3109360598744312
152,0.31300483907810267
153,0.31494382259908377
154,0.3102367507956047
155,0.31519968244514746
156,0.3143333236996859
157,0.3161638033032846
158,0.31408724732607074
159,0.31697707941709147
160,0.3184264159294634
161,0.3163592177532007
162,0.3195964363232192
163,0.3188090269721688
164,0.3215289157676369
165,0.3161174069084773
166,0.32055497167030733
167,0.3226898900417695
168,0.32540296149113385
169,0.3274738087377249
170,0.32735585593185335
171,0.32527620350682473
172,0.3237259894155479
173,0.3335656414973678
174,0.32782256653826813
175,0.33019437576704486
176,0.33223960994566515
177,0.3291240602033628
178,0.32871077422561285
179,0.33050088811452677
180,0.3331032085453387
181,0.3382358745569064
182,0.3376388059976082
183,0.3326155793457873
184,0.33813432721079356
185,0.33714269253484297
186,0.3380534112654183
187,0.33967198757936606
188,0.3376875857962034
189,0.3388485398373972
190,0.3391503996643811
191,0.34285341159499666
192,0.34142759431981645
193,0.3414557070027631
194,0.3432362542354918
195,0.3453879154983285
196,0.340863850669027
197,0.34671244944065127
198,0.34764936638590704
199,0.3460982025457239
